http://www.listenlive.eu/bbcradio4.m3u, bbc radio 4
http://www.listenlive.eu/rte1.m3u, rte
http://broadcast.infomaniak.ch/jazz-wr04-128.mp3.m3u, electro swing
http://uk1-pn.mixstream.net/8698.m3u, jungle
http://www.listenlive.eu/bbcradio1.m3u, radio 1

